time a b
140540 39 219
140540 285 626
140540 378 741
140540 120 236
140540 43 285
140540 77 162
140560 120 236
140560 285 626
140560 77 162
140580 77 162
140600 120 236
140600 285 626
140600 77 162
140620 285 626
140620 252 882
140620 3 447
140620 120 236
140620 77 162
140620 77 464
140640 285 626
140640 252 882
140640 120 236
140640 236 751
140640 120 751
140640 43 285
140640 77 162
140640 162 464
140640 77 464
140660 285 626
140660 120 236
140660 236 751
140660 120 751
140660 43 285
140660 77 162
140660 453 491
140680 424 513
140680 120 236
140680 236 751
140680 120 751
140680 77 162
140680 453 491
140700 285 866
140700 120 236
140700 285 626
140700 77 162
140720 424 513
140720 120 236
140720 285 626
140740 77 162
140740 39 219
140760 77 162
140760 424 513
140760 120 1090
140760 120 236
140780 275 882
140780 285 866
140780 744 845
140780 285 626
140780 77 162
140800 252 882
140800 77 162
140800 285 626
140800 275 882
140820 77 162
140820 275 882
140840 743 893
140840 3 447
140840 285 626
140840 275 882
140860 275 882
140860 743 893
140860 285 626
140860 43 626
140880 18 1414
140900 122 407
140900 18 1414
140920 453 491
140920 63 122
140920 285 626
140940 445 621
140940 285 626
140940 43 626
140960 445 621
140960 285 866
140960 285 626
140980 18 1414
140980 445 621
140980 77 162
140980 285 626
140980 3 694
141000 445 621
141000 285 626
141000 3 694
141020 285 626
141020 445 621
141020 285 866
141020 63 122
141020 3 694
141020 77 259
141040 18 1414
141040 445 621
141040 77 259
141040 285 626
141040 63 122
141060 18 1414
141060 642 880
141060 445 621
141060 285 626
141080 642 880
141080 445 621
141080 285 626
141080 3 694
141100 642 880
141100 285 626
141100 3 694
141120 642 880
141120 285 866
141120 285 626
141120 3 694
141140 285 626
141140 3 694
141160 424 513
141160 252 882
141160 252 275
141160 285 626
141160 3 694
141180 285 626
141180 424 513
141180 252 882
141180 285 866
141180 3 694
141180 252 275
141180 77 259
141200 252 275
141200 77 259
141200 252 882
141200 285 626
141200 3 694
141220 18 1414
141220 275 882
141220 252 275
141220 285 626
141220 200 378
141240 43 285
141240 424 908
141240 200 378
141260 285 626
141260 77 159
141260 200 378
141260 285 866
141260 3 694
141260 424 908
141280 77 464
141280 424 908
141280 285 626
141280 200 378
141300 252 275
141300 424 908
141300 200 378
141320 429 1245
141320 424 908
141320 200 378
141340 429 1245
141340 626 866
141340 200 378
141360 429 1245
141360 77 162
141360 74 489
141380 429 1245
141380 34 250
141380 77 162
141400 34 250
141400 77 162
141400 200 378
141420 34 250
141420 77 162
141420 200 378
141440 77 464
141440 77 162
141440 200 378
141460 77 464
141460 285 866
141460 77 162
141460 285 626
141460 200 378
141480 162 210
141480 285 626
141480 200 378
141500 77 159
141500 285 866
141500 285 626
141500 160 959
141520 285 626
141540 285 626
141540 200 378
141560 252 882
141560 295 909
141560 333 859
141560 285 626
141560 200 378
141580 3 447
141580 285 626
141580 200 378
141600 160 959
141600 3 447
141600 285 626
141600 200 378
141620 295 909
141620 3 447
141620 200 378
141640 333 447
141640 3 447
141640 200 378
141660 43 285
141660 285 866
141660 3 447
141660 200 378
141680 285 626
141680 200 378
141700 285 626
141700 200 378
141720 642 880
141720 460 642
141720 285 626
141720 200 378
141740 285 626
141740 744 845
141740 3 447
141740 248 465
141740 200 378
141760 285 626
141760 3 447
141760 200 378
141760 285 866
141760 3 694
141760 465 527
141780 285 626
141780 3 447
141780 200 378
141780 333 447
141780 285 866
141780 744 845
141780 3 694
141780 465 527
141800 744 845
141800 3 447
141800 285 626
141800 200 378
141820 3 447
141820 285 626
141820 200 378
141840 3 447
141840 285 626
141840 200 378
141860 429 1245
141860 285 626
141860 3 447
141860 248 465
141860 200 378
141880 285 626
141880 429 1245
141880 3 447
141880 248 465
141880 200 378
141880 333 447
141880 3 333
141900 429 1245
141900 3 694
141900 285 626
141900 248 465
141900 200 378
141920 429 1245
141920 743 893
141920 285 626
141920 248 465
141920 77 159
141940 285 626
141940 248 465
141940 502 741
141940 200 378
141960 429 1245
141960 743 893
141960 285 626
141960 248 465
141980 429 1245
141980 285 626
141980 248 465
142000 429 1245
142000 285 626
142000 3 447
142000 248 465
142000 200 378
142020 285 626
142020 429 1245
142020 248 465
142020 200 378
142020 272 1414
142020 160 959
142040 429 1245
142040 252 882
142040 285 626
142040 77 159
142060 429 1245
142060 252 882
142060 285 626
142060 248 465
142060 200 378
142080 290 502
142080 285 626
142080 429 1245
142080 248 465
142080 200 378
142080 272 1414
142100 290 502
142100 252 882
142100 43 285
142100 285 626
142100 272 1414
142120 43 285
142120 285 626
142120 160 959
142140 252 882
142140 160 959
142160 489 763
142160 744 845
142160 453 491
142160 285 626
142160 160 959
142180 453 491
142180 285 626
142180 3 447
142200 285 626
142200 160 959
142200 453 491
142200 39 219
142200 3 447
142220 39 219
142220 285 626
142220 77 159
142220 252 882
142220 3 447
142220 200 378
142220 43 285
142220 285 866
142240 252 882
142240 39 219
142260 39 219
142260 285 626
142260 432 998
142260 3 447
142260 43 285
142260 638 1485
142260 252 882
142280 39 219
142280 432 998
142280 3 447
142280 638 1485
142280 18 998
142280 252 882
142300 432 998
142300 638 1485
142300 147 401
142300 285 626
142300 39 219
142320 638 1485
142320 3 447
142320 39 219
142320 285 626
142340 39 219
142340 3 447
142340 285 626
142360 432 998
142360 3 447
142360 285 626
142360 43 626
142380 39 219
142380 3 447
142380 285 626
142380 638 1485
142400 39 219
142400 3 447
142400 285 626
142420 3 447
142420 285 626
142420 77 159
142440 285 626
142460 272 998
142460 285 626
142460 39 219
142460 432 1414
142460 18 432
142460 432 998
142480 429 1245
142480 513 634
142480 39 219
142480 285 626
142500 429 1245
142500 39 219
142500 998 1260
142500 285 626
142500 432 1414
142520 429 1245
142520 285 626
142520 39 219
142520 77 159
142540 432 1414
142540 77 159
142540 39 219
142540 429 1245
142560 285 626
142560 77 159
142560 198 445
142560 429 1245
142560 267 445
142560 198 267
142580 267 445
142580 285 626
142580 39 219
142580 77 159
142600 464 1342
142600 39 219
142600 285 626
142600 77 159
142620 198 445
142620 267 445
142620 198 267
142620 285 626
142620 77 159
142640 198 267
142640 3 333
142640 39 219
142640 77 159
142660 464 1342
142660 267 445
142660 198 267
142660 147 401
142660 77 159
142680 39 219
142680 77 159
142680 464 1342
142680 198 445
142680 198 267
142680 147 401
142700 267 445
142700 198 267
142700 147 401
142700 39 219
142700 77 159
142720 39 219
142720 77 159
142720 3 447
142720 43 285
142720 267 445
142720 198 267
142740 464 1342
142740 198 267
142740 147 401
142740 39 219
142740 77 159
142760 39 219
142760 77 159
142760 267 270
142760 267 445
142760 198 267
142760 147 401
142760 198 270
142780 198 267
142780 39 219
142780 77 159
142800 198 267
142800 47 198
142820 267 445
142820 198 267
142820 147 401
142820 998 1260
142840 198 267
142860 39 219
142860 77 159
142860 77 428
142860 3 447
142860 3 333
142860 198 267
142880 39 219
142880 77 159
142880 3 333
142880 267 445
142880 198 267
142880 77 259
142900 198 267
142900 39 219
142900 77 159
142920 428 1342
142920 159 259
142920 47 267
142920 77 1342
142920 267 445
142920 198 267
142940 428 1342
142940 198 267
142940 998 1260
142940 39 219
142960 267 445
142960 198 267
142980 267 445
142980 198 267
142980 615 741
143000 43 285
143000 198 267
143000 39 219
143000 159 1342
143020 141 460
143020 3 447
143020 159 1342
143020 43 285
143020 3 333
143020 198 267
143040 232 741
143040 141 460
143040 259 464
143040 43 285
143040 267 445
143040 198 267
143040 147 401
143060 39 219
143060 285 428
143060 159 1342
143060 259 464
143060 198 267
143060 147 401
143080 159 259
143080 285 343
143080 259 464
143080 267 445
143080 198 343
143080 198 267
143080 147 401
143100 159 259
143100 259 464
143100 259 1342
143100 159 464
143120 159 259
143120 77 210
143120 198 267
143120 424 908
143120 232 461
143120 77 461
143140 159 259
143140 198 267
143140 232 461
143160 245 440
143160 77 464
143160 97 720
143160 39 219
143180 159 259
143180 141 460
143180 267 445
143180 97 720
143180 513 634
143180 159 464
143200 159 259
143200 159 162
143200 162 259
143200 162 464
143200 267 445
143200 513 634
143220 141 460
143220 513 634
143220 39 219
143220 77 159
143240 333 447
143240 147 401
143240 3 447
143240 198 343
143260 147 401
143260 3 447
143260 39 219
143280 162 464
143280 162 259
143280 147 401
143280 3 447
143280 39 219
143300 333 447
143300 20 886
143300 147 401
143300 3 447
143320 39 219
143320 20 886
143320 3 447
143320 159 1342
143320 162 259
143320 147 401
143320 162 1342
143320 159 464
143340 20 886
143340 39 219
143340 3 447
143340 378 502
143360 39 219
143360 378 502
143380 39 219
143400 210 464
143400 77 259
143400 159 210
143400 159 464
143400 77 1342
143420 429 1245
143420 63 285
143420 77 1342
143420 210 464
143420 259 1342
143420 77 259
143440 215 1323
143440 162 259
143460 210 464
143460 39 219
143480 97 720
143480 147 401
143480 39 219
143500 159 259
143500 39 219
143500 159 162
143500 162 1342
143500 259 464
143500 97 720
143500 159 210
143520 210 464
143520 39 219
143540 210 464
143540 200 1414
143540 147 401
143560 200 1414
143560 39 219
143580 159 259
143580 200 1414
143600 77 259
143600 252 882
143600 77 1342
143600 200 1414
143600 77 162
143600 246 343
143600 159 1342
143600 424 908
143600 162 259
143620 162 259
143620 424 908
143640 162 259
143640 248 527
143640 246 343
143660 15 343
143660 162 259
143660 159 464
143680 464 1342
143680 429 1245
143680 20 886
143680 162 259
143700 39 219
143700 464 1342
143700 429 1245
143700 162 259
143700 159 1342
143700 77 259
143720 198 445
143720 429 1245
143720 20 886
143720 162 259
143740 429 1245
143740 162 259
143740 488 649
143740 3 447
143740 159 1342
143740 3 333
143760 259 464
143760 429 1245
143760 20 886
143760 3 447
143760 333 447
143760 3 333
143760 453 491
143760 162 464
143760 162 259
143780 77 159
143780 429 1245
143780 488 649
143780 3 447
143780 200 1414
143780 3 333
143780 453 491
143780 162 210
143800 39 219
143800 429 1245
143800 162 259
143800 3 447
143800 3 333
143800 744 845
143800 162 210
143820 429 1245
143820 162 259
143820 3 447
143820 39 219
143840 162 259
143840 429 1245
143840 210 259
143840 3 447
143840 162 210
143860 429 1245
143860 886 1209
143860 435 440
143860 39 219
143860 162 210
143880 429 1245
143880 435 440
143880 39 219
143880 162 210
143900 429 1245
143900 435 440
143920 55 432
143920 77 162
143940 55 477
143940 147 346
143940 429 1245
143940 55 432
143940 200 1414
143940 77 259
143960 147 346
143960 333 447
143980 147 346
143980 200 1414
143980 147 1392
143980 488 649
144000 147 346
144000 200 1414
144000 147 1392
144000 488 649
144000 39 219
144020 147 346
144020 886 1209
144020 55 432
144020 488 649
144020 147 1392
144020 513 634
144040 147 346
144040 147 1392
144040 488 649
144040 513 634
144040 55 432
144060 147 346
144060 158 236
144060 488 649
144060 513 634
144060 346 1392
144080 147 346
144080 147 1392
144080 488 649
144080 346 1392
144100 147 346
144100 488 649
144100 513 634
144100 39 219
144120 147 346
144120 147 1392
144120 488 649
144120 401 1245
144120 346 1392
144140 401 429
144140 147 346
144140 488 649
144140 158 236
144140 346 1392
144140 147 1392
144140 220 720
144140 424 908
144140 513 634
144160 488 1362
144160 158 236
144160 488 649
144160 346 1392
144160 147 346
144160 147 1392
144160 220 720
144160 424 908
144180 77 259
144180 488 649
144180 346 1392
144180 220 720
144180 487 649
144180 424 908
144200 424 908
144200 488 649
144200 220 720
144200 119 270
144200 158 236
144220 445 797
144220 372 491
144220 119 270
144220 158 236
144220 15 372
144220 147 1392
144220 220 720
144220 424 908
144240 445 797
144240 429 432
144240 649 1362
144240 39 219
144240 119 270
144240 158 236
144240 55 429
144240 220 720
144240 424 908
144260 55 429
144260 649 1362
144260 119 270
144260 158 236
144260 220 720
144260 487 649
144260 424 908
144280 252 882
144280 119 270
144280 158 236
144280 3 447
144280 220 720
144280 424 908
144300 147 725
144300 220 720
144300 119 270
144300 424 908
144300 3 447
144320 424 908
144320 220 720
144320 158 236
144320 346 387
144320 496 1414
144340 387 1392
144340 147 725
144340 158 236
144340 147 387
144340 496 1414
144340 424 908
144360 424 908
144360 445 797
144360 97 220
144360 346 1362
144360 158 236
144380 445 797
144380 97 220
144380 424 908
144400 387 1392
144400 97 220
144400 346 1362
144400 445 797
144400 694 859
144400 15 295
144400 55 1245
144400 445 621
144420 15 295
144420 445 797
144440 97 220
144440 346 1362
144460 387 1392
144460 97 220
144460 346 1362
144480 387 1392
144480 97 220
144500 387 1392
144520 387 1362
144520 97 1204
144520 429 432
144540 55 1245
144540 97 1204
144540 158 236
144560 97 1204
144580 97 1204
144580 158 236
144580 252 882
144600 496 874
144600 158 236
144620 97 1204
144620 496 874
144620 874 1414
144620 158 236
144620 998 1260
144620 15 295
144640 387 1392
144640 998 1260
144660 97 1204
144680 387 1392
144680 20 378
144680 97 1204
144680 531 650
144700 387 1392
144700 97 1204
144700 275 882
144720 20 378
144740 387 1392
144740 97 1204
144740 119 270
144740 210 1342
144740 874 1414
144760 387 1392
144760 119 270
144760 295 884
144780 15 295
144780 464 1342
144780 97 1204
144780 55 1245
144780 77 159
144800 97 1204
144820 333 447
144820 97 1204
144840 55 1245
144840 97 1204
144840 626 1362
144860 119 270
144880 117 653
144880 333 447
144880 97 1204
144880 158 763
144880 119 270
144900 333 447
144900 97 1204
144900 119 270
144900 55 1245
144900 638 867
144920 97 1204
144920 20 1209
144920 117 653
144920 147 725
144920 119 270
144920 147 1392
144940 117 653
144940 97 1204
144940 147 1392
144960 117 653
144980 97 1204
144980 343 445
145000 387 1392
145000 343 445
145000 147 1392
145020 117 653
145020 387 1392
145020 97 1204
145020 147 1392
145040 117 653
145040 97 1204
145040 147 1392
145060 513 634
145080 117 653
145080 387 1392
145080 275 445
145080 275 343
145100 295 447
145100 55 1245
145100 117 653
145100 275 343
145100 119 343
145100 333 447
145100 275 445
145100 333 859
145120 333 859
145120 295 447
145120 333 447
145120 874 1414
145140 333 447
145140 20 1209
145140 874 1414
145160 464 1342
145160 333 447
145180 275 445
145200 117 653
145200 275 445
145200 20 1209
145220 20 1209
145220 874 1414
145220 117 653
145220 147 725
145220 464 1342
145220 275 445
145220 426 488
145220 55 1245
145240 20 1209
145260 275 445
145260 147 725
145260 20 1209
145280 117 653
145280 20 1209
145300 117 653
145300 20 1209
145320 117 653
145320 252 882
145320 20 1209
145340 117 653
145340 147 725
145340 252 882
145340 20 1209
145360 117 653
145360 252 882
145380 275 445
145380 97 720
145400 147 1392
145420 252 882
145420 440 502
145420 147 387
145440 387 1392
145440 147 387
145460 453 642
145480 642 763
145480 147 1392
145480 453 642
145500 387 1392
145500 642 763
145520 387 1392
145540 387 1392
145540 77 159
145560 387 1392
145600 77 159
145640 97 1204
145640 74 158
145660 387 1392
145660 74 158
145680 285 866
145700 694 859
145700 77 159
145720 97 1204
145720 615 642
145740 387 1392
145740 97 1204
145740 74 158
145760 649 1392
145760 387 1392
145760 97 1204
145760 387 649
145780 387 1392
145780 97 1204
145780 387 649
145780 498 615
145780 55 1245
145780 649 1392
145780 285 866
145800 498 615
145800 387 1392
145800 97 1204
145800 387 649
145800 649 1392
145820 498 615
145820 387 1392
145820 97 1204
145820 387 649
145820 649 1392
145840 387 1392
145840 649 1392
145840 387 649
145860 649 725
145860 387 1392
145860 649 1392
145860 387 649
145860 252 882
145880 285 866
145880 252 882
145880 649 725
145900 285 866
145900 252 882
145900 649 725
145900 77 159
145920 270 520
145920 649 725
145940 649 725
145960 55 1245
145960 649 725
145960 160 626
145980 55 1245
145980 649 725
146000 97 220
146000 649 725
146020 97 220
146020 649 725
146020 43 285
146040 97 220
146040 649 725
146040 43 285
146060 97 220
146060 649 725
146080 117 653
146080 97 220
146080 649 725
146100 117 653
146100 97 220
146100 649 725
146120 117 653
146120 97 220
146120 649 725
146140 97 220
146140 649 725
146160 649 725
146180 488 502
146180 97 220
146200 649 725
146220 649 725
146220 77 159
146240 649 725
146260 649 725
146280 649 725
146300 424 908
146300 649 725
146300 424 634
146320 649 725
146340 649 725
146360 649 725
146380 372 491
146400 372 491
146420 372 491
146440 464 1342
146500 74 158
146520 74 158
146540 74 158
146560 74 158
146580 74 158
146600 520 1414
146600 74 158
146620 520 1414
146620 97 220
146640 520 1414
146640 97 220
146660 520 1414
146660 97 220
146660 74 158
146680 520 1414
146680 460 626
146680 74 158
146700 520 1414
146700 63 285
146700 74 158
146700 39 219
146720 520 1414
146720 74 158
146740 520 1414
146740 20 656
146740 74 158
146760 20 656
146760 63 285
146760 74 158
146760 119 366
146780 63 285
146780 74 158
146780 72 656
146800 43 63
146800 63 285
146800 74 158
146800 880 884
146820 20 72
146820 63 285
146820 74 158
146820 880 884
146840 117 653
146840 20 117
146840 63 285
146840 74 158
146840 20 653
146860 43 63
146860 63 285
146860 74 158
146880 117 653
146880 63 285
146880 880 884
146900 117 653
146900 43 63
146900 63 285
146920 43 285
146920 63 285
146960 117 653
146960 20 886
146960 63 285
146980 20 886
147000 20 886
147020 461 874
147040 43 285
147040 880 884
147120 77 159
147140 55 1245
147140 63 866
147140 63 285
147160 20 886
147180 20 886
147180 63 285
147200 63 285
147200 15 460
147200 63 866
147200 285 866
147220 63 285
147220 295 694
147240 63 285
147260 63 285
147260 649 725
147280 63 285
147280 20 886
147280 18 621
147280 43 285
147300 20 886
147300 63 285
147320 20 886
147340 63 285
147340 20 886
147340 285 866
147340 74 158
147360 461 874
147360 162 290
147360 20 886
147360 63 285
147360 74 158
147360 285 866
147360 63 866
147380 461 874
147380 20 886
147380 63 285
147380 232 272
147380 259 464
147380 656 1209
147380 63 866
147400 461 874
147400 259 428
147400 63 285
147400 232 272
147400 210 428
147400 210 259
147420 461 874
147420 649 725
147420 63 285
147420 232 272
147420 210 464
147420 242 460
147440 63 285
147440 172 743
147460 649 725
147460 172 743
147460 18 744
147460 232 272
147480 63 285
147480 162 259
147480 649 725
147500 162 290
147500 162 259
147500 460 626
147500 63 285
147500 232 272
147500 18 210
147520 162 428
147520 460 626
147520 63 285
147520 232 272
147540 63 285
147540 159 428
147540 232 272
147560 461 874
147560 162 259
147580 162 259
147580 72 753
147600 220 790
147600 59 790
147620 159 428
147640 290 428
147640 77 290
147640 59 790
147640 55 1245
147660 290 428
147660 77 290
147660 77 428
147660 159 428
147680 290 428
147680 162 1342
147680 159 428
147700 290 428
147700 162 259
147700 159 290
147700 159 428
147720 290 428
147720 259 1342
147720 159 428
147740 656 1209
147740 248 527
147800 248 504
147800 504 527
147800 248 527
147800 162 372
147820 248 527
147820 504 527
147840 248 527
147840 504 527
147860 162 372
147900 159 259
147920 89 720
147920 97 741
147920 74 333
147920 159 1342
147940 504 510
147960 59 790
148000 638 867
148000 162 259
148000 162 372
148020 638 867
148020 162 259
148020 162 372
148040 159 333
148040 638 867
148040 656 1209
148060 656 1209
148060 638 867
148080 638 867
148100 159 333
148100 638 867
148120 656 1209
148120 638 867
148140 159 333
148140 638 867
148140 656 1209
148160 159 333
148160 290 859
148160 656 1209
148180 55 1245
148220 656 1209
148220 122 753
148240 295 460
148240 122 753
148260 290 859
148280 55 1245
148280 378 741
148280 290 859
148280 122 753
148300 290 859
148300 295 460
148320 159 333
148320 290 859
148320 295 460
148320 502 741
148340 159 333
148340 290 859
148340 295 460
148340 638 867
148360 638 867
148380 159 333
148380 290 859
148380 295 460
148380 638 867
148400 159 333
148400 290 859
148400 638 867
148420 656 1209
148420 290 859
148420 638 867
148440 638 867
148440 252 882
148440 259 372
148440 162 372
148460 638 867
148500 638 867
148500 290 859
148520 638 867
148540 638 867
148540 162 259
148540 162 372
148560 162 259
148560 290 859
148560 162 372
148580 162 259
148580 34 160
148580 89 720
148580 162 372
148580 160 959
148600 162 372
148600 504 527
148600 162 259
148600 89 720
148600 290 859
148600 160 959
148620 162 259
148620 162 372
148620 160 959
148640 162 372
148640 162 259
148640 122 407
148640 290 859
148640 252 882
148640 160 959
148660 162 259
148660 252 882
148660 162 372
148660 160 959
148680 160 959
148700 160 959
148720 252 882
148720 160 959
148740 160 959
148760 378 741
148760 160 959
148780 387 1392
148780 429 432
148780 378 741
148780 77 1392
148780 649 1392
148780 160 959
148800 387 1392
148800 429 432
148800 160 959
148820 387 1392
148820 429 432
148820 160 959
148840 160 959
148880 429 432
148880 34 160
148940 656 1209
148940 122 285
148960 159 333
148960 122 285
148960 74 489
148980 122 285
149000 122 285
149020 55 1245
149020 55 429
149040 55 1245
149040 122 285
149040 429 1245
149060 259 751
149080 259 751
149080 122 285
149080 55 1245
149080 55 401
149080 27 387
149080 15 259
149100 55 1245
149100 55 401
149100 27 387
149120 15 259
149120 55 1245
149120 401 1245
149120 55 401
149120 119 366
149140 401 1245
149140 55 401
149160 55 1245
149160 401 1245
149160 372 491
149160 55 401
149180 122 285
149180 372 491
149180 55 401
149200 656 1209
149200 55 401
149200 55 1245
149220 372 491
149220 55 401
149240 55 401
149260 55 1245
149280 55 1245
149300 55 1245
149320 55 1245
149360 162 259
149380 259 464
149380 122 706
149380 290 859
149400 252 882
149420 122 706
149420 290 859
149440 741 1209
149460 290 859
149460 741 1209
149480 290 859
149480 59 790
149520 59 790
149540 215 1323
149540 285 889
149560 215 1323
149560 252 882
149580 215 1323
149580 252 882
149600 290 859
149620 59 790
149660 290 859
149660 55 401
149680 290 859
149700 290 859
149700 20 1209
149700 55 401
149720 290 859
149720 55 401
149740 520 1414
149740 290 859
149760 520 1414
149760 275 753
149760 290 859
149780 520 1414
149780 290 859
149800 290 859
149800 626 970
149820 290 859
149820 626 970
149840 290 859
149840 626 970
149860 290 859
149860 626 970
149880 626 970
149900 626 970
149920 626 970
149940 252 882
149940 626 970
149960 626 970
149980 626 970
150000 626 970
150000 649 954
150020 426 1245
150020 626 970
150040 275 753
150060 275 753
150080 55 628
150080 275 753
150100 275 753
150100 626 970
150120 275 753
150140 55 164
150160 55 164
150160 275 706
150180 55 164
150200 426 1245
150200 55 164
150200 285 706
150200 14 626
150220 55 164
150220 248 527
150220 285 706
150240 55 164
150240 285 706
150260 55 164
150280 285 706
150280 39 72
150280 14 468
150300 55 164
150300 122 753
150320 426 1245
150320 290 859
150340 426 1245
150340 55 164
150340 290 859
150360 426 1245
150360 290 859
150380 426 1245
150380 290 859
150400 426 1245
150400 343 468
150400 290 859
150400 343 428
150420 426 1245
150420 14 468
150420 290 859
150420 343 428
150420 428 468
150440 426 1245
150440 290 859
150460 426 1245
150460 290 859
150460 343 428
150480 426 1245
150500 426 1245
150500 343 428
150520 426 1245
150520 55 164
150520 343 428
150540 426 1245
150540 55 164
150540 343 428
150560 426 1245
150560 55 164
150560 343 428
150580 426 1245
150580 55 164
150580 290 859
150580 343 428
150600 426 1245
150600 252 882
150600 55 164
150600 343 428
150620 426 1245
150620 252 882
150620 343 428
150640 426 1245
150640 656 741
150660 426 1245
150660 343 626
150680 343 626
150700 426 1245
150700 656 1492
150720 426 1245
150740 426 1245
150740 252 882
150740 656 1492
150760 426 1245
150760 656 1492
150780 426 1245
150780 656 1492
150800 426 1245
150800 656 1492
150800 117 1414
150820 426 1245
150820 378 741
150820 656 1492
150840 426 1245
150840 656 1492
150860 426 1245
150880 426 1245
150880 656 1492
150880 290 859
150900 426 1245
150900 656 1492
150900 290 859
150920 426 1245
150920 290 859
150920 656 1492
150920 694 859
150940 426 1245
150940 290 859
150960 426 1245
150960 290 859
150980 656 1492
150980 290 859
151000 656 1492
151020 656 1492
151040 426 1245
151040 15 34
151060 426 1245
151080 426 1245
151080 656 1492
151160 220 720
151160 220 656
151160 72 753
151180 290 694
151200 290 694
151220 220 720
151220 290 694
151240 220 720
151240 290 694
151260 220 720
151260 290 694
151280 220 720
151300 401 429
151300 220 720
151320 220 720
151340 290 886
151340 252 882
151360 290 886
151360 220 720
151380 290 886
151400 290 886
151440 119 366
151440 47 366
151460 47 366
151480 47 366
151500 119 366
151500 47 366
151520 119 366
151520 220 656
151520 47 366
151540 47 366
151560 119 366
151560 63 285
151560 47 366
151580 119 366
151580 47 366
151600 656 720
151600 47 366
151620 574 615
151620 47 366
151640 119 366
151640 47 366
151680 63 285
151680 47 366
151700 119 366
151700 47 366
151720 97 220
151720 119 366
151720 47 366
151740 246 753
151740 97 220
151740 119 366
151740 47 366
151760 97 220
151760 119 366
151760 47 366
151780 295 909
151780 47 366
151800 47 366
151820 47 366
151840 119 366
151840 47 366
151860 47 366
151880 119 366
151880 246 477
151880 47 366
151900 119 366
151920 119 366
151920 47 366
151940 47 366
151960 47 366
152000 119 366
152000 47 366
152020 47 366
152040 220 720
152040 47 366
152060 47 366
152080 119 366
152080 47 366
152100 47 366
152120 220 720
152120 119 366
152120 47 366
152140 220 720
152140 119 366
152140 47 366
152160 47 366
152180 47 366
152200 119 366
152200 47 366
152220 47 366
152240 47 366
152260 252 882
152260 119 366
152260 47 366
152280 47 366
152300 47 366
152320 119 366
152320 47 366
152340 47 366
152360 119 366
152360 47 366
152380 119 366
152380 47 366
152400 47 366
152420 119 366
152420 47 366
152440 47 366
152460 47 366
152480 47 366
152500 378 1492
152500 47 366
152520 47 366
152540 47 366
152560 97 720
152560 47 366
152560 119 366
152580 47 366
152600 47 366
152620 119 366
152620 47 366
152640 886 1209
152640 97 720
152640 47 366
152640 119 366
152660 215 1323
152660 886 1209
152660 97 720
152660 47 366
152660 119 366
152680 886 1209
152680 97 720
152680 47 366
152680 119 366
152700 656 1209
152700 886 1209
152700 97 720
152720 886 1209
152720 119 366
152720 47 366
152740 886 1209
152740 119 366
152740 47 366
152760 886 1209
152760 119 366
152760 47 366
152780 886 1209
152780 47 366
152800 886 1209
152800 119 366
152800 47 366
152820 656 1209
152820 886 1209
152820 47 366
152840 886 1209
152840 119 366
152840 47 366
152860 886 1209
152860 119 366
152860 47 366
152880 886 1209
152880 119 366
152880 47 366
152900 119 366
152900 47 366
152920 886 1209
152920 147 468
152940 886 1209
152940 47 366
152940 147 468
152960 886 1209
152960 47 366
152980 886 1209
152980 47 366
153000 886 1209
153000 119 366
153000 401 649
153000 47 366
153000 147 468
153020 886 1209
153020 119 366
153020 47 366
153020 147 468
153040 886 1209
153040 119 366
153040 47 366
153060 886 1209
153060 119 366
153060 47 366
153080 886 1209
153080 119 366
153080 47 366
153080 401 649
153080 252 275
153100 886 1209
153100 401 649
153100 47 366
153120 119 366
153120 401 649
153120 47 366
153140 886 1209
153140 401 649
153140 47 366
153160 401 649
153160 47 366
153180 649 1245
153180 401 649
153180 47 366
153200 119 366
153200 401 649
153200 47 366
153220 649 1245
153220 401 649
153220 47 366
153240 119 366
153240 401 649
153240 47 366
153260 119 366
153260 401 649
153260 47 366
153280 97 886
153280 119 366
153280 401 649
153280 47 366
153300 147 649
153300 119 366
153300 147 401
153300 401 649
153300 47 366
153320 162 464
153320 119 366
153320 401 649
153320 47 366
153340 162 464
153340 147 649
153340 401 649
153340 47 366
153360 162 464
153360 401 649
153360 47 366
153380 162 464
153380 401 649
153380 47 366
153400 162 464
153400 119 366
153400 401 649
153400 47 366
153420 162 464
153420 147 649
153420 401 649
153420 47 366
153440 162 464
153440 119 366
153440 401 649
153440 47 366
153460 162 464
153460 147 649
153460 47 366
153460 401 649
153460 649 954
153480 147 954
153480 401 649
153480 649 954
153480 119 366
153500 147 649
153500 119 366
153500 147 401
153500 47 366
153500 649 954
153520 47 366
153520 649 954
153540 119 366
153540 401 954
153540 47 366
153560 401 954
153560 401 649
153560 649 954
153560 47 366
153580 401 649
153580 47 366
153600 401 649
153620 401 649
153620 47 366
153640 119 366
153640 401 649
153640 47 366
153660 162 259
153660 401 649
153660 47 366
153680 119 366
153680 401 649
153680 47 366
153700 401 649
153700 47 366
153720 147 649
153720 119 366
153720 147 401
153720 401 649
153720 47 366
153740 147 649
153740 147 401
153740 401 649
153740 47 366
153760 401 649
153760 47 366
153780 119 366
153780 401 649
153780 47 366
153800 119 366
153800 401 649
153800 47 366
153820 97 886
153820 119 366
153820 47 366
153840 47 366
153860 47 366
153880 47 366
153900 47 366
153920 47 366
153940 47 366
153960 119 366
153960 47 366
153980 649 1245
